code,section,book,title,chapter,part,addtitional,detail,section_sort
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 142/6,-,(18)  อำนาจของเจ้าพนักงานจราจร*,-,-,-,ในกรณีที่ผู้ได้รับใบอนุญาตขับขี่ผู้ใดถูกสั่งพักใช้ใบอนุญาตขับขี่ตามพระราชบัญญัตินี้เกินสองครั้งภายในระยะเวลาสามปีนับแต่วันที่ถูกสั่งพักใช้ใบอนุญาตขับขี่ครั้งแรก หากผู้บัญชาการตำรวจแห่งชาติหรือผู้ซึ่งดำรงตำแหน่งไม่ต่ำกว่าผู้บัญชาการหรือเทียบเท่าที่ได้รับมอบหมายจากผู้บัญชาการตำรวจแห่งชาติเห็นว่า ผู้ได้รับใบอนุญาตขับขี่ผู้นั้นสมควรถูกพักใช้ใบอนุญาตขับขี่เกินเก้าสิบวัน ให้แจ้งนายทะเบียนตามกฎหมายว่าด้วยรถยนต์หรือกฎหมายว่าด้วยการขนส่งทางบกพร้อมด้วยข้อหาในการกระทำความผิดและพยานหลักฐานที่เกี่ยวข้อง เพื่อให้นายทะเบียนดำเนินการพิจารณาสั่งยึดหรือพักใช้ใบอนุญาตขับขี่ตามกฎหมายว่าด้วยรถยนต์หรือกฎหมายว่าด้วยการขนส่งทางบก แล้วแต่กรณี พร้อมทั้งทำการบันทึกข้อมูลตามระเบียบที่กำหนดไว้ในมาตรา 4/1,165
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 142/7,-,(18)  อำนาจของเจ้าพนักงานจราจร*,-,-,-,ในกรณีที่ผู้ได้รับใบอนุญาตขับขี่ผู้ใดเคยถูกสั่งยึดหรือพักใช้ใบอนุญาตขับขี่ตามกฎหมายว่าด้วยรถยนต์หรือกฎหมายว่าด้วยการขนส่งทางบกตามมาตรา 142/6 มาแล้ว และได้กระทำความผิดและถูกพักใช้ใบอนุญาตขับขี่ตามพระราชบัญญัตินี้อีกภายในระยะเวลาหนึ่งปีนับแต่วันที่พ้นกำหนดระยะเวลาที่ถูกสั่งยึดหรือพักใช้ใบอนุญาตขับขี่ตามมาตรา 142/6 หากผู้บัญชาการตำรวจแห่งชาติหรือผู้ซึ่งดำรงตำแหน่งไม่ต่ำกว่าผู้บัญชาการหรือเทียบเท่าที่ได้รับมอบหมายจากผู้บัญชาการตำรวจแห่งชาติเห็นว่า ผู้ได้รับใบอนุญาตขับขี่ผู้นั้นสมควรถูกเพิกถอนใบอนุญาตขับขี่ ให้แจ้งนายทะเบียนตามกฎหมายว่าด้วยรถยนต์หรือกฎหมายว่าด้วยการขนส่งทางบก พร้อมด้วยข้อหาในการกระทำความผิดและพยานหลักฐานที่เกี่ยวข้อง เพื่อให้นายทะเบียนดำเนินการพิจารณาสั่งเพิกถอนใบอนุญาตขับขี่ตามกฎหมายว่าด้วยรถยนต์หรือกฎหมายว่าด้วยการขนส่งทางบก แล้วแต่กรณี พร้อมทั้งทำการบันทึกข้อมูลตามระเบียบที่กำหนดไว้ในมาตรา 4/1,166
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 142/8,-,(18)  อำนาจของเจ้าพนักงานจราจร*,-,-,-,"ผู้ได้รับคำสั่งพักใช้ใบอนุญาตขับขี่ตามมาตรา 142/1 หรือมาตรา 142/5 ให้มีสิทธิอุทธรณ์ภายในสิบห้าวันนับแต่วันที่ได้รับแจ้งคำสั่งตามมาตรา 142/2 วรรคหนึ่ง หรือมาตรา 142/5 วรรคสอง แล้วแต่กรณี ดังต่อไปนี้

(1) ในกรณีผู้ซึ่งดำรงตำแหน่งผู้บัญชาการตำรวจแห่งชาติเป็นผู้ออกคำสั่ง ให้อุทธรณ์ต่อรัฐมนตรี

(2) ในกรณีผู้ซึ่งดำรงตำแหน่งไม่ต่ำกว่าผู้บัญชาการหรือเทียบเท่าเป็นผู้ออกคำสั่งให้อุทธรณ์ต่อผู้บัญชาการตำรวจแห่งชาติ

(3) ในกรณีผู้ซึ่งดำรงตำแหน่งอื่นนอกจาก (1) และ (2) เป็นผู้ออกคำสั่ง ให้อุทธรณ์ต่อผู้บังคับบัญชาเหนือขึ้นไปชั้นหนึ่ง

ให้ผู้มีอำนาจพิจารณาอุทธรณ์ตามวรรคหนึ่ง พิจารณาอุทธรณ์ให้แล้วเสร็จภายในสามสิบวันนับแต่วันที่ได้รับอุทธรณ์ คำวินิจฉัยของผู้มีอำนาจพิจารณาอุทธรณ์ให้เป็นที่สุด

หลักเกณฑ์และวิธีการในการแจ้งสิทธิอุทธรณ์ การยื่นอุทธรณ์ และวิธีพิจารณาอุทธรณ์ ให้เป็นไปตามระเบียบที่ผู้บัญชาการตำรวจแห่งชาติกำหนด",167
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 143,-,(18)  อำนาจของเจ้าพนักงานจราจร*,-,-,-,"ถ้าปรากฏว่าผู้ขับขี่ผู้ใดนำรถที่มีสภาพไม่เป็นไปตามที่บัญญัติไว้ในมาตรา 6 วรรคหนึ่ง หรือมาตรา 10 ทวิ ไปใช้ในทาง ให้เจ้าพนักงานจราจรมีอำนาจสั่งให้ผู้ขับขี่ผู้นั้นหยุดรถเพื่อทำการตรวจสอบ หากปรากฏว่ารถนั้นมีสภาพไม่ถูกต้อง ให้เจ้าพนักงานจราจรมีอำนาจดำเนินการ ดังต่อไปนี้

(1) ในกรณีที่รถมีสภาพไม่มั่นคงแข็งแรงและหากให้ใช้รถต่อไปอาจเกิดอันตรายได้โดยชัดแจ้ง ให้เจ้าพนักงานจราจรสั่งห้ามการใช้รถ ในการนี้ ผู้ขับขี่ต้องนำรถดังกล่าวให้พ้นทางเดินรถโดยเร็วที่สุด หากผู้ขับขี่ไม่ดำเนินการ ให้เจ้าพนักงานจราจรหรือผู้ที่ได้รับมอบหมายจากเจ้าพนักงานจราจรมีอำนาจเคลื่อนย้ายรถนั้น โดยให้นำความในมาตรา 59 วรรคสอง วรรคสาม วรรคสี่ วรรคห้า และวรรคหก มาใช้บังคับโดยอนุโลม

(2) ในกรณีที่รถมีสภาพไม่ถึงกับไม่ปลอดภัยในการใช้ ให้เจ้าพนักงานจราจรสั่งระงับการใช้รถเป็นการชั่วคราว โดยให้เจ้าของรถ ผู้ครอบครองรถ หรือผู้ขับขี่นำรถดังกล่าวไปซ่อมแซมหรือปรับปรุงให้ถูกต้องตามกฎหมายว่าด้วยรถยนต์หรือกฎหมายว่าด้วยการขนส่งทางบก แล้วแต่กรณี  ทั้งนี้ ภายในระยะเวลาที่กำหนดแต่ต้องไม่น้อยกว่าสิบห้าวันและไม่เกินหกสิบวัน ตามสภาพความปลอดภัยของรถนั้น โดยในระหว่างระยะเวลาดังกล่าวให้ใช้รถได้ไปพลางก่อน

สภาพของรถที่ไม่มั่นคงแข็งแรงหรืออาจเกิดอันตราย ตาม (1) ให้เป็นไปตามหลักเกณฑ์และเงื่อนไขที่ผู้บัญชาการตำรวจแห่งชาติและอธิบดีกรมการขนส่งทางบกร่วมกันกำหนด

คำสั่งตาม (1) และ (2) ให้ถือว่าเป็นคำสั่งของนายทะเบียนตามกฎหมายว่าด้วยรถยนต์หรือกฎหมายว่าด้วยการขนส่งทางบก แล้วแต่กรณี และให้นำบทกำหนดโทษที่เกี่ยวข้องกับการฝ่าฝืนคำสั่งของนายทะเบียนตามกฎหมายว่าด้วยรถยนต์หรือกฎหมายว่าด้วยการขนส่งทางบก มาใช้บังคับกับผู้ฝ่าฝืนคำสั่งตาม (1) และ (2) ด้วย

ให้นำความในมาตรา 142/8 มาใช้บังคับกับการอุทธรณ์คำสั่งตาม (1) หรือ (2) โดยอนุโลม",168
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 143/1,-,(18)  อำนาจของเจ้าพนักงานจราจร*,-,-,-,"ในการออกคำสั่งตามมาตรา 143

(1) คำสั่งห้ามการใช้รถ ตามมาตรา 143 (1) ให้เจ้าพนักงานจราจรติดเครื่องหมายแสดงคำสั่งห้ามการใช้รถนั้นไว้ที่ตัวรถในลักษณะที่เห็นได้อย่างชัดเจน

(2) คำสั่งระงับการใช้รถเป็นการชั่วคราว ตามมาตรา 143 (2) ให้เจ้าพนักงานจราจรติดเครื่องหมายแสดงคำสั่งระงับการใช้รถนั้นไว้ที่ตัวรถในลักษณะที่เห็นได้อย่างชัดเจน โดยเครื่องหมายแสดงคำสั่งดังกล่าวต้องแสดงระยะเวลาสิ้นสุดของการอนุญาตให้ใช้รถเป็นการชั่วคราวไว้ด้วย

แบบคำสั่งและตำแหน่งที่ติดเครื่องหมายแสดงคำสั่งตามมาตรา 143 (1) หรือ (2) ให้เป็นไปตามที่ผู้บัญชาการตำรวจแห่งชาติประกาศกำหนด",169
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 143/2,-,(18)  อำนาจของเจ้าพนักงานจราจร*,-,-,-,"เมื่อเจ้าพนักงานจราจรได้ออกคำสั่งห้ามการใช้รถ ตามมาตรา 143 (1) หรือคำสั่งระงับการใช้รถเป็นการชั่วคราว ตามมาตรา 143 (2) แล้ว ให้แจ้งไปยังนายทะเบียนตามกฎหมายว่าด้วยรถยนต์หรือกฎหมายว่าด้วยการขนส่งทางบก แล้วแต่กรณี โดยเร็ว พร้อมด้วยเหตุผล ข้อเท็จจริง และพยานหลักฐานที่เกี่ยวข้อง เพื่อให้นายทะเบียนดำเนินการตามกฎหมายว่าด้วยรถยนต์หรือกฎหมายว่าด้วยการขนส่งทางบก ต่อไป

เมื่อรถที่ถูกสั่งห้ามการใช้รถ ตามมาตรา 143 (1) หรือถูกสั่งระงับการใช้รถเป็นการชั่วคราว ตามมาตรา 143 (2) ได้มีการซ่อมแซมหรือปรับปรุงแก้ไขและผ่านการตรวจสภาพตามกฎหมายว่าด้วยรถยนต์หรือกฎหมายว่าด้วยการขนส่งทางบกแล้ว ให้นายทะเบียนมีคำสั่งอนุญาตให้ใช้รถนั้นต่อไปได้ และให้ปลดเครื่องหมายแสดงคำสั่งห้ามการใช้รถหรือคำสั่งระงับการใช้รถเป็นการชั่วคราวนั้น",170
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 144,-,(18)  อำนาจของเจ้าพนักงานจราจร*,-,-,-,(ยกเลิก),171
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 145,-,(18)  อำนาจของเจ้าพนักงานจราจร*,-,-,-,บรรดาความผิดตามพระราชบัญญัตินี้นอกจากความผิดที่กำหนดโทษไว้ในมาตรา 153/1 มาตรา 156 มาตรา 157/1 มาตรา 158/1 มาตรา 159 มาตรา 160 มาตรา 160 ทวิ และมาตรา 160 ตรี ให้พนักงานสอบสวนตามประมวลกฎหมายวิธีพิจารณาความอาญามีอำนาจเปรียบเทียบหรือว่ากล่าวตักเตือนได้,172
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 146,-,(18)  อำนาจของเจ้าพนักงานจราจร*,-,-,-,"เงินค่าปรับตามพระราชบัญญัตินี้ที่ได้รับในกรุงเทพมหานครหรือในจังหวัดใด หรือในท้องถิ่นที่กระทรวงมหาดไทยประกาศกำหนด ให้แบ่งให้แก่กรุงเทพมหานครหรือเทศบาลในจังหวัดนั้นเพื่อใช้ในการดำเนินการเกี่ยวกับการจราจร ในอัตราร้อยละห้าสิบของจำนวนเงินค่าปรับ หรือให้ตกเป็นของท้องถิ่นที่กระทรวงมหาดไทยประกาศกำหนดทั้งหมด
",173
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 147,-,(19)  บทกำหนดโทษ,-,-,-,"ผู้ใดฝ่าฝืนหรือไม่ปฏิบัติตามมาตรา 12 มาตรา 79 มาตรา 80 มาตรา 81 มาตรา 82 มาตรา 103 มาตรา 104 มาตรา 105 มาตรา 106 มาตรา 115 มาตรา 116 มาตรา 117 มาตรา 131 หรือมาตรา 132 มีความผิดทางพินัยต้องชำระค่าปรับเป็นพินัยไม่เกินสองร้อยบาท*

[*มาตรา 39 แห่งพระราชบัญญัติว่าด้วยการปรับเป็นพินัย พ.ศ. 2565 บัญญัติให้เปลี่ยนความผิดอาญาที่มีโทษปรับสถานเดียวเป็นความผิดทางพินัย และให้ถือว่าอัตราโทษปรับอาญาเป็นอัตราค่าปรับเป็นพินัย]",174
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 148,-,(19)  บทกำหนดโทษ,-,-,-,"ผู้ใดฝ่าฝืนหรือไม่ปฏิบัติตามมาตรา 6 วรรคหนึ่งหรือวรรคสอง มาตรา 8 วรรคหนึ่ง มาตรา 9 มาตรา 10 มาตรา 11 มาตรา 14 วรรคหนึ่ง มาตรา 20 มาตรา 36 มาตรา 37 มาตรา 38 มาตรา 41 มาตรา 42 มาตรา 44 มาตรา 51 มาตรา 54 มาตรา 55 วรรคหนึ่ง มาตรา 57 มาตรา 58 มาตรา 60 มาตรา 62 มาตรา 63 มาตรา 68 มาตรา 69 มาตรา 70 มาตรา 71 มาตรา 73 วรรคสอง มาตรา 74 มาตรา 76 มาตรา 83 มาตรา 84 มาตรา 87 มาตรา 88 มาตรา 96 วรรคหนึ่ง มาตรา 97 มาตรา 101 มาตรา 107 มาตรา 108 มาตรา 109 มาตรา 110 มาตรา 111 มาตรา 112 มาตรา 114 วรรคหนึ่ง มาตรา 118 มาตรา 119 มาตรา 120 มาตรา 121 มาตรา 122 วรรคหนึ่งหรือวรรคสาม มาตรา 123 มาตรา 124 มาตรา 126 มาตรา 129 หรือมาตรา 133 มีความผิดทางพินัยต้องชำระค่าปรับเป็นพินัยไม่เกินห้าร้อยบาท*

[*มาตรา 39 แห่งพระราชบัญญัติว่าด้วยการปรับเป็นพินัย พ.ศ. 2565 บัญญัติให้เปลี่ยนความผิดอาญาที่มีโทษปรับสถานเดียวเป็นความผิดทางพินัย และให้ถือว่าอัตราโทษปรับอาญาเป็นอัตราค่าปรับเป็นพินัย]",175
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 149,-,(19)  บทกำหนดโทษ,-,-,-,"ผู้ใดไม่ปฏิบัติตามมาตรา 98 วรรคสองหรือวรรคสาม มีความผิดทางพินัย ต้องชำระค่าปรับเป็นพินัยไม่เกินห้าร้อยบาท*

[*มาตรา 39 แห่งพระราชบัญญัติว่าด้วยการปรับเป็นพินัย พ.ศ. 2565 บัญญัติให้เปลี่ยนความผิดอาญาที่มีโทษปรับสถานเดียวเป็นความผิดทางพินัย และให้ถือว่าอัตราโทษปรับอาญาเป็นอัตราค่าปรับเป็นพินัย]",176
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 150,-,(19)  บทกำหนดโทษ,-,-,-,"ผู้ใดกระทำการอย่างใดอย่างหนึ่งดังต่อไปนี้

(1) ไม่ปฏิบัติตามระเบียบหรือประกาศที่ผู้บัญชาการตำรวจแห่งชาติกำหนดตามมาตรา 8 วรรคสอง หรือมาตรา 14 วรรคสอง

(2) ไม่ปฏิบัติตามเงื่อนไขที่ผู้บัญชาการตำรวจแห่งชาติกำหนดตามมาตรา 13 วรรคสอง

(3) ไม่ปฏิบัติตามกฎกระทรวงที่ออกตามมาตรา 18

(4) ฝ่าฝืนคำสั่งหัวหน้าเจ้าพนักงานจราจรตามมาตรา 113 หรือ

(5) ขัดคำสั่งเจ้าพนักงานจราจรซึ่งสั่งตามมาตรา 140/2 หรือมาตรา 140/3 วรรคหนึ่ง 

ผู้กระทำมีความผิดทางพินัยต้องชำระค่าปรับเป็นพินัยไม่เกินสองพันบาท*

[*มาตรา 39 แห่งพระราชบัญญัติว่าด้วยการปรับเป็นพินัย พ.ศ. 2565 บัญญัติให้เปลี่ยนความผิดอาญาที่มีโทษปรับสถานเดียวเป็นความผิดทางพินัย และให้ถือว่าอัตราโทษปรับอาญาเป็นอัตราค่าปรับเป็นพินัย]",177
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 151,-,(19)  บทกำหนดโทษ,-,-,-,"ผู้ใดฝ่าฝืนหรือไม่ปฏิบัติตามมาตรา 33 มาตรา 34 มาตรา 39 มาตรา 52 มาตรา 61 หรือมาตรา 66 มีความผิดทางพินัยต้องชำระค่าปรับเป็นพินัยตั้งแต่สองร้อยบาทถึงห้าร้อยบาท*

[*มาตรา 39 แห่งพระราชบัญญัติว่าด้วยการปรับเป็นพินัย พ.ศ. 2565 บัญญัติให้เปลี่ยนความผิดอาญาที่มีโทษปรับสถานเดียวเป็นความผิดทางพินัย และให้ถือว่าอัตราโทษปรับอาญาเป็นอัตราค่าปรับเป็นพินัย]",178
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 152,-,(19)  บทกำหนดโทษ,-,-,-,"ผู้ใดฝ่าฝืนหรือไม่ปฏิบัติตามมาตรา 7) มาตรา 10 ทวิ มาตรา 13 วรรคหนึ่ง มาตรา 15 วรรคหนึ่ง มาตรา 16 มาตรา 21 วรรคหนึ่ง มาตรา 22 มาตรา 23 (1) มาตรา 24 มาตรา 25 มาตรา 26 มาตรา 29 มาตรา 31/1 มาตรา 49 มาตรา 50 มาตรา 56 มาตรา 64 มาตรา 67 วรรคหนึ่ง มาตรา 73 วรรคหนึ่งหรือวรรคสาม มาตรา 77 วรรคหนึ่ง มาตรา 85 มาตรา 86 มาตรา 89 วรรคหนึ่ง มาตรา 90 มาตรา 91 มาตรา 92 มาตรา 93 มาตรา 94 วรรคหนึ่ง มาตรา 95 มาตรา 99 มาตรา 127 มาตรา 128 หรือมาตรา 130 หรือไม่ปฏิบัติตามประกาศที่ผู้บัญชาการตำรวจแห่งชาติกำหนดตามมาตรา 15 วรรคสอง หรือไม่ปฏิบัติตามกฎกระทรวงที่ออกตามมาตรา 77 วรรคสอง หรือมาตรา 96 วรรคสอง มีความผิดทางพินัยต้องชำระค่าปรับเป็นพินัยไม่เกินหนึ่งพันบาท*

[*มาตรา 39 แห่งพระราชบัญญัติว่าด้วยการปรับเป็นพินัย พ.ศ. 2565 บัญญัติให้เปลี่ยนความผิดอาญาที่มีโทษปรับสถานเดียวเป็นความผิดทางพินัย และให้ถือว่าอัตราโทษปรับอาญาเป็นอัตราค่าปรับเป็นพินัย]",179
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 153,-,(19)  บทกำหนดโทษ,-,-,-,"ผู้ประกอบการรับจ้างบรรทุกคนโดยสารโดยใช้รถแท็กซี่ผู้ใดไม่จอดรถ ณ สถานที่ ที่กำหนดตามพระราชกฤษฎีกาซึ่งออกตามมาตรา 102 มีความผิดทางพินัยต้องชำระค่าปรับเป็นพินัยไม่เกินหนึ่งพันบาท*

[*มาตรา 39 แห่งพระราชบัญญัติว่าด้วยการปรับเป็นพินัย พ.ศ. 2565 บัญญัติให้เปลี่ยนความผิดอาญาที่มีโทษปรับสถานเดียวเป็นความผิดทางพินัย และให้ถือว่าอัตราโทษปรับอาญาเป็นอัตราค่าปรับเป็นพินัย]",180
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 153/1,-,(19)  บทกำหนดโทษ,-,-,-,"ผู้ขับขี่รถยนต์สาธารณะตามกฎหมายว่าด้วยรถยนต์หรือรถที่ใช้ในการขนส่งผู้โดยสารเพื่อสินจ้างตามกฎหมายว่าด้วยการขนส่งทางบกผู้ใดฝ่าฝืนหรือไม่ปฏิบัติตามมาตรา 123/2 หรือไม่มีการแจ้งเตือนหรือจัดให้มีการแจ้งเตือนตามมาตรา 123/3 ตามสมควร เมื่อมีอุบัติเหตุเกิดขึ้นจนเป็นเหตุให้คนโดยสารในรถนั้นได้รับอันตรายสาหัส ผู้ขับขี่ผู้นั้นต้องระวางโทษจำคุกไม่เกินหนึ่งปี หรือปรับไม่เกินสองหมื่นบาท หรือทั้งจำทั้งปรับ

ถ้าการกระทำความผิดตามวรรคหนึ่งเป็นเหตุให้คนโดยสารในรถถึงแก่ความตาย ผู้ขับขี่ผู้นั้นต้องระวางโทษจำคุกไม่เกินสองปี หรือปรับไม่เกินสี่หมื่นบาท หรือทั้งจำทั้งปรับ",181
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 154,-,(19)  บทกำหนดโทษ,-,-,-,"ผู้ใดกระทำการอย่างใดอย่างหนึ่งดังต่อไปนี้

(1) ฝ่าฝืนคำสั่งเจ้าพนักงานจราจรตามมาตรา 138 วรรคหนึ่ง

(2) ฝ่าฝืนหรือไม่ปฏิบัติตามประกาศ ข้อบังคับ หรือระเบียบที่หัวหน้าเจ้าพนักงานจราจรตาม มาตรา 139

(3) ฝ่าฝืนคำสั่งให้หยุดรถของเจ้าพนักงานจราจรตามหัวหน้าเจ้าพนักงานจราจร พนักงานสอบสวน หรือเจ้าพนักงานจราจร*ตามมาตรา 142 วรรคสอง หรือ

(4) ฝ่าฝืนคำสั่งหัวหน้าเจ้าพนักงานจราจร เจ้าพนักงานจราจร หรือผู้ตรวจการตามมาตรา 143 ทวิ 

ถ้าไม่เป็นความผิดที่กำหนดโทษไว้แล้วในพระราชบัญญัตินี้ ผู้กระทำมีความผิดทางพินัยต้องชำระค่าปรับเป็นพินัยครั้งละไม่เกินหนึ่งพันบาท*

[*มาตรา 39 แห่งพระราชบัญญัติว่าด้วยการปรับเป็นพินัย พ.ศ. 2565 บัญญัติให้เปลี่ยนความผิดอาญาที่มีโทษปรับสถานเดียวเป็นความผิดทางพินัย และให้ถือว่าอัตราโทษปรับอาญาเป็นอัตราค่าปรับเป็นพินัย]",182
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 155,-,(19)  บทกำหนดโทษ,-,-,-,"ผู้ใดไม่ปฏิบัติตามมาตรา 141 โดยไม่มีเหตุอันสมควร มีความผิดทางพินัย ต้องชำระค่าปรับเป็นพินัยไม่เกินหนึ่งพันบาท

[*มาตรา 39 แห่งพระราชบัญญัติว่าด้วยการปรับเป็นพินัย พ.ศ. 2565 บัญญัติให้เปลี่ยนความผิดอาญาที่มีโทษปรับสถานเดียวเป็นความผิดทางพินัย และให้ถือว่าอัตราโทษปรับอาญาเป็นอัตราค่าปรับเป็นพินัย]",183
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 156,-,(19)  บทกำหนดโทษ,-,-,-,"ผู้ใดนำรถที่หัวหน้าเจ้าพนักงานจราจร เจ้าพนักงานจราจร หรือผู้ตรวจการได้สั่งให้เจ้าของรถหรือผู้ขับขี่ซ่อมหรือแก้ไขตามมาตรา 143 หรือมาตรา 143 ทวิ ไปใช้ในทางโดยยังมิได้รับใบตรวจรับรองตามมาตรา 144 มีความผิดทางพินัยต้องชำระค่าปรับเป็นพินัยไม่เกินหนึ่งพันบาท* และชำระค่าปรับเป็นพินัยรายวันอีกวันละห้าร้อยบาท*จนกว่าจะปฏิบัติให้ถูกต้อง

[*มาตรา 39 แห่งพระราชบัญญัติว่าด้วยการปรับเป็นพินัย พ.ศ. 2565 บัญญัติให้เปลี่ยนความผิดอาญาที่มีโทษปรับสถานเดียวเป็นความผิดทางพินัย และให้ถือว่าอัตราโทษปรับอาญาเป็นอัตราค่าปรับเป็นพินัย]",184
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 156/1,-,(19)  บทกำหนดโทษ,-,-,-,"ผู้ใดเปลี่ยนแปลง ย้าย ทำลาย ปิดบัง หรือกระทำให้เสียหายด้วยประการใด ๆ แก่เครื่องหมายแสดงคำสั่งห้ามการใช้รถตามมาตรา 143/1 (1) หรือเครื่องหมายแสดงคำสั่งระงับการใช้รถเป็นการชั่วคราวตามมาตรา 143/1 (2) มีความผิดทางพินัย ต้องชำระค่าปรับเป็นพินัยไม่เกินสี่พันบาท*

[*มาตรา 39 แห่งพระราชบัญญัติว่าด้วยการปรับเป็นพินัย พ.ศ. 2565 บัญญัติให้เปลี่ยนความผิดอาญาที่มีโทษปรับสถานเดียวเป็นความผิดทางพินัย และให้ถือว่าอัตราโทษปรับอาญาเป็นอัตราค่าปรับเป็นพินัย]",185
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 157,-,(19)  บทกำหนดโทษ,-,-,-,"ผู้ใดฝ่าฝืนหรือไม่ปฏิบัติตามมาตรา 35 มาตรา 43 (3) (4) (6) (7) หรือ (9) มาตรา 45 มาตรา 46 มาตรา 47 มาตรา 48 มาตรา 53 มาตรา 65 วรรคหนึ่ง หรือมาตรา 125 มีความผิดทางพินัยต้องชำระค่าปรับเป็นพินัยไม่เกินสี่พันบาท *

[*มาตรา 39 แห่งพระราชบัญญัติว่าด้วยการปรับเป็นพินัย พ.ศ. 2565 บัญญัติให้เปลี่ยนความผิดอาญาที่มีโทษปรับสถานเดียวเป็นความผิดทางพินัย และให้ถือว่าอัตราโทษปรับอาญาเป็นอัตราค่าปรับเป็นพินัย]",186
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 157/1,-,(19)  บทกำหนดโทษ,-,-,-,"ผู้ขับขี่ผู้ใดฝ่าฝืนหรือไม่ปฏิบัติตามคำสั่งของหัวหน้าเจ้าพนักงานจราจร พนักงานสอบสวน เจ้าพนักงานจราจร หรือผู้ตรวจการที่ให้มีการตรวจสอบผู้ขับขี่ตามมาตรา 43 ทวิ หรือฝ่าฝืน หรือไม่ปฏิบัติตามคำสั่งของผู้ตรวจการที่ให้มีการทดสอบผู้ขับขี่ตามมาตรา 43 ตรี มีความผิดทางพินัยต้องชำระค่าปรับเป็นพินัยไม่เกินสี่พันบาท *

ผู้ขับขี่ผู้ใดฝ่าฝืนมาตรา 43 ทวิ วรรคหนึ่ง ต้องระวางโทษสูงกว่าที่กำหนดไว้ในกฎหมายว่าด้วยยาเสพติดให้โทษหรือกฎหมายว่าด้วยวัตถุที่ออกฤทธิ์ต่อจิตและประสาทอีกหนึ่งในสาม และให้ศาลสั่งพักใช้ใบอนุญาตขับขี่ของผู้นั้นมีกำหนดไม่น้อยกว่าหกเดือน หรือเพิกถอนใบอนุญาตขับขี่

ถ้าการกระทำความผิดตามวรรคสองเป็นเหตุให้ผู้อื่นได้รับอันตรายแก่กายหรือจิตใจ ผู้กระทำต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงห้าปี และปรับตั้งแต่สองหมื่นบาทถึงหนึ่งแสนบาท และให้ศาลสั่งพักใช้ใบอนุญาตขับขี่ของผู้นั้นมีกำหนดไม่น้อยกว่าหนึ่งปี หรือเพิกถอนใบอนุญาตขับขี่

ถ้าการกระทำความผิดตามวรรคสองเป็นเหตุให้ผู้อื่นได้รับอันตรายสาหัส ผู้กระทำต้องระวางโทษจำคุกตั้งแต่สองปีถึงหกปี และปรับตั้งแต่สี่หมื่นบาทถึงหนึ่งแสนสองหมื่นบาท และให้ศาลสั่งพักใช้ใบอนุญาตขับขี่ของผู้นั้นมีกำหนดไม่น้อยกว่าสองปี หรือเพิกถอนใบอนุญาตขับขี่

ถ้าการกระทำความผิดตามวรรคสองเป็นเหตุให้ผู้อื่นถึงแก่ความตาย ผู้กระทำต้องระวางโทษจำคุกตั้งแต่สามปีถึงสิบปี และปรับตั้งแต่หกหมื่นบาทถึงสองแสนบาท และให้ศาลสั่งเพิกถอนใบอนุญาตขับขี่

[*มาตรา 39 แห่งพระราชบัญญัติว่าด้วยการปรับเป็นพินัย พ.ศ. 2565 บัญญัติให้เปลี่ยนความผิดอาญาที่มีโทษปรับสถานเดียวเป็นความผิดทางพินัย และให้ถือว่าอัตราโทษปรับอาญาเป็นอัตราค่าปรับเป็นพินัย]",187
